No.,Time,Source,Destination,Protocol,Length,Info,Frame Type,Frame Control Field
1,0,0x0014,0x0007,IEEE 802.15.4,50,"Data, Dst: 0x0007, Src: 0x0014",0x00000001,0x00008861
2,2.095706,0x0005,0x0008,IEEE 802.15.4,48,"Data, Dst: 0x0008, Src: 0x0005",0x00000001,0x00008861
3,2.095989,,,IEEE 802.15.4,5,Ack,0x00000002,0x00000002
4,4.372202,0x0005,0x0008,IEEE 802.15.4,48,"Data, Dst: 0x0008, Src: 0x0005",0x00000001,0x00008861
5,4.372567,,,IEEE 802.15.4,5,Ack,0x00000002,0x00000002
6,6.649577,fe80::ff:fe00:6e,::3131:2c32:342e:3030,IPv6,48,IPv6 no next header,0x00000001,0x00008861
7,6.649876,,,IEEE 802.15.4,5,Ack,0x00000002,0x00000002
8,8.922294,fe80::ff:fe00:6e,::3131:2c32:342e:3030,IPv6,48,IPv6 no next header,0x00000001,0x00008861
9,8.922595,,,IEEE 802.15.4,5,Ack,0x00000002,0x00000002
10,11.199612,fe80::ff:fe00:6e,::3131:2c32:342e:3030,IPv6,48,IPv6 no next header,0x00000001,0x00008861
11,11.199948,,,IEEE 802.15.4,5,Ack,0x00000002,0x00000002
12,13.476488,fe80::ff:fe00:6e,::3131:2c32:342e:3030,IPv6,48,IPv6 no next header,0x00000001,0x00008861
13,13.476851,,,IEEE 802.15.4,5,Ack,0x00000002,0x00000002
14,15.749441,fe80::ff:fe00:6e,::3131:2c32:342e:3030,IPv6,48,IPv6 no next header,0x00000001,0x00008861
15,15.74981,,,IEEE 802.15.4,5,Ack,0x00000002,0x00000002
16,18.027193,fe80::ff:fe00:6e,::3131:2c32:342e:3030,IPv6,48,IPv6 no next header,0x00000001,0x00008861
17,18.027555,,,IEEE 802.15.4,5,Ack,0x00000002,0x00000002
18,20.300402,fe80::ff:fe00:6e,::3131:2c32:342e:3030,IPv6,48,IPv6 no next header,0x00000001,0x00008861
19,20.300735,,,IEEE 802.15.4,5,Ack,0x00000002,0x00000002
20,22.576921,fe80::ff:fe00:6e,::3131:2c32:342e:3030,IPv6,48,IPv6 no next header,0x00000001,0x00008861
21,22.577388,,,IEEE 802.15.4,5,Ack,0x00000002,0x00000002
22,24.854646,fe80::ff:fe00:6e,::3131:2c32:342e:3030,IPv6,48,IPv6 no next header,0x00000001,0x00008861
23,24.854946,,,IEEE 802.15.4,5,Ack,0x00000002,0x00000002
24,26.558261,00:0d:6f:cd:d3:91:bb:e7,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
25,26.609355,00:0d:6f:cd:d3:91:bb:e7,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
26,26.614335,00:30:66:08:cc:e0:4d:a1,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
27,26.66561,00:30:66:08:cc:e0:4d:a1,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
28,26.670939,00:04:9f:a5:b9:5b:bf:5b,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
29,26.722485,00:04:9f:a5:b9:5b:bf:5b,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
30,26.727599,00:0d:6f:9f:10:07:45:1c,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
31,26.779242,00:0d:6f:9f:10:07:45:1c,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
32,26.784077,00:0d:6f:b7:0b:0c:3b:bb,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
33,26.835461,00:0d:6f:b7:0b:0c:3b:bb,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
34,26.840605,00:04:a3:3a:cd:f7:df:43,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
35,26.892364,00:04:a3:3a:cd:f7:df:43,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
36,26.89733,00:04:25:33:74:f4:bd:ce,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
37,26.948953,00:04:25:33:74:f4:bd:ce,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
38,26.953977,00:04:9f:2c:dd:11:05:e7,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
39,27.005351,00:04:9f:2c:dd:11:05:e7,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
40,27.010358,00:0d:6f:a8:26:3f:3b:d5,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
41,27.062102,00:0d:6f:a8:26:3f:3b:d5,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
42,27.067231,00:13:a2:e3:4e:df:fe:1e,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
43,27.119327,00:13:a2:e3:4e:df:fe:1e,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
44,27.124427,00:30:66:39:f5:5e:e9:ed,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
45,27.127318,fe80::ff:fe00:6e,::3131:2c32:342e:3030,IPv6,48,IPv6 no next header,0x00000001,0x00008861
46,27.127667,,,IEEE 802.15.4,5,Ack,0x00000002,0x00000002
47,27.176182,00:30:66:39:f5:5e:e9:ed,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
48,27.181303,00:0b:57:ed:97:e7:f7:28,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
49,27.233201,00:0b:57:ed:97:e7:f7:28,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
50,27.238301,00:30:66:2e:e3:4f:66:ba,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
51,27.289702,00:30:66:2e:e3:4f:66:ba,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
52,27.294675,00:30:66:b3:9e:19:33:8d,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
53,27.346559,00:30:66:b3:9e:19:33:8d,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
54,27.351556,00:04:a3:bc:cf:fa:c7:94,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
55,27.40296,00:04:a3:bc:cf:fa:c7:94,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
56,27.407826,00:04:25:54:8e:4d:0a:c3,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
57,27.459721,00:04:25:54:8e:4d:0a:c3,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
58,27.464585,00:04:a3:ec:cf:6c:78:51,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
59,27.516092,00:04:a3:ec:cf:6c:78:51,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
60,27.521326,00:12:4b:57:c4:5d:92:e8,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
61,27.572629,00:12:4b:57:c4:5d:92:e8,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
62,27.577328,00:12:4b:92:a1:e7:1e:55,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
63,27.628458,00:12:4b:92:a1:e7:1e:55,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
64,27.633423,00:30:66:e9:ca:89:7a:2d,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
65,27.68483,00:30:66:e9:ca:89:7a:2d,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
66,27.689815,00:12:4b:c2:78:ee:54:1e,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
67,27.741591,00:12:4b:c2:78:ee:54:1e,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
68,27.746593,00:0d:6f:ba:ce:11:08:b9,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
69,27.798329,00:0d:6f:ba:ce:11:08:b9,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
70,27.803338,00:04:a3:27:26:c1:76:7d,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
71,27.854938,00:04:a3:27:26:c1:76:7d,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
72,27.859836,00:04:25:a1:2d:8c:7c:b1,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
73,27.911607,00:04:25:a1:2d:8c:7c:b1,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
74,27.916573,00:0d:6f:0b:70:4c:a3:94,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
75,27.968814,00:0d:6f:0b:70:4c:a3:94,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
76,27.973806,00:11:7d:08:63:a3:fc:1e,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
77,28.025346,00:11:7d:08:63:a3:fc:1e,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
78,28.030105,00:30:66:43:b9:a2:d8:12,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
79,28.081433,00:30:66:43:b9:a2:d8:12,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
80,28.086425,00:30:66:60:e4:f0:7b:d9,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
81,28.13806,00:30:66:60:e4:f0:7b:d9,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
82,28.143127,00:21:ed:cc:74:d1:59:42,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
83,28.194944,00:21:ed:cc:74:d1:59:42,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
84,28.200048,00:04:25:d7:c4:70:cc:50,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
85,28.251427,00:04:25:d7:c4:70:cc:50,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
86,28.256423,00:12:4b:9f:fd:02:b5:01,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
87,28.308066,00:12:4b:9f:fd:02:b5:01,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
88,28.312916,00:04:a3:04:c7:e3:ce:73,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
89,28.364429,00:04:a3:04:c7:e3:ce:73,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
90,28.369459,00:04:a3:f3:ff:e4:21:f0,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
91,28.420819,00:04:a3:f3:ff:e4:21:f0,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
92,28.42583,00:a0:50:28:28:aa:7e:88,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
93,28.477332,00:a0:50:28:28:aa:7e:88,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
94,28.482347,00:04:25:d5:16:b7:d3:0d,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
95,28.533811,00:04:25:d5:16:b7:d3:0d,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
96,28.538826,00:13:a2:68:7e:da:df:97,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
97,28.591216,00:13:a2:68:7e:da:df:97,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
98,28.596325,00:13:a2:d8:48:3d:21:48,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
99,28.64783,00:13:a2:d8:48:3d:21:48,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
100,28.652801,00:11:7d:17:a8:1d:d7:70,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
101,28.704422,00:11:7d:17:a8:1d:d7:70,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
102,28.709441,00:12:4b:90:94:53:2f:9c,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
103,28.761218,00:12:4b:90:94:53:2f:9c,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
104,28.766159,00:30:66:3b:08:e5:0b:b1,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
105,28.818464,00:30:66:3b:08:e5:0b:b1,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
106,28.823459,00:04:25:2e:7d:5a:0f:f7,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
107,28.875062,00:04:25:2e:7d:5a:0f:f7,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
108,28.880206,00:04:9f:6f:1b:77:e6:c1,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
109,28.932586,00:04:9f:6f:1b:77:e6:c1,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
110,28.937562,00:21:ed:43:1b:d3:47:e0,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
111,28.989097,00:21:ed:43:1b:d3:47:e0,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
112,28.994051,00:21:ed:18:41:a8:cd:cd,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
113,29.047581,00:21:ed:18:41:a8:cd:cd,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
114,29.05258,00:0b:57:d0:66:c2:46:8b,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
115,29.104077,00:0b:57:d0:66:c2:46:8b,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
116,29.109085,00:0b:57:2e:95:bb:64:52,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
117,29.160961,00:0b:57:2e:95:bb:64:52,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
118,29.165938,00:21:ed:26:45:1b:a2:8e,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
119,29.217323,00:21:ed:26:45:1b:a2:8e,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
120,29.222432,00:04:25:e1:73:fd:78:48,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
121,29.273948,00:04:25:e1:73:fd:78:48,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
122,29.278918,00:13:a2:89:f1:9a:2d:7f,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
123,29.330447,00:13:a2:89:f1:9a:2d:7f,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
124,29.33545,00:0b:57:26:5b:ba:2d:4f,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
125,29.386928,00:0b:57:26:5b:ba:2d:4f,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
126,29.391819,00:0d:6f:c5:39:8a:f9:77,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
127,29.406962,fe80::ff:fe00:6e,::3131:2c32:342e:3030,IPv6,48,IPv6 no next header,0x00000001,0x00008861
128,29.407279,,,IEEE 802.15.4,5,Ack,0x00000002,0x00000002
129,29.443468,00:0d:6f:c5:39:8a:f9:77,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
130,29.448614,00:04:9f:95:f6:9a:8d:f9,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
131,29.499986,00:04:9f:95:f6:9a:8d:f9,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
132,29.505001,00:13:a2:69:2b:aa:79:7d,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
133,29.556477,00:13:a2:69:2b:aa:79:7d,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
134,29.561453,00:04:9f:a7:08:a6:02:ed,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
135,29.613242,00:04:9f:a7:08:a6:02:ed,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
136,29.618169,00:21:ed:3f:fc:09:87:86,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
137,29.669423,00:21:ed:3f:fc:09:87:86,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
138,29.674545,00:0d:6f:53:9d:28:d6:fc,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
139,29.726194,00:0d:6f:53:9d:28:d6:fc,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
140,29.731169,00:a0:50:6d:7d:40:8f:62,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
141,29.782668,00:a0:50:6d:7d:40:8f:62,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
142,29.787674,00:0d:6f:06:85:25:96:0d,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
143,29.839172,00:0d:6f:06:85:25:96:0d,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
144,29.844295,00:11:7d:7b:44:94:51:40,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
145,29.89592,00:11:7d:7b:44:94:51:40,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
146,29.901042,00:12:4b:ed:66:98:49:8d,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
147,29.952552,00:12:4b:ed:66:98:49:8d,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
148,29.957623,00:04:9f:62:f5:b3:ba:82,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
149,30.009134,00:04:9f:62:f5:b3:ba:82,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
150,30.014043,00:0b:57:a2:62:b3:a1:fa,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
151,30.065789,00:0b:57:a2:62:b3:a1:fa,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
152,30.070828,00:a0:50:89:45:a7:04:99,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
153,30.122043,00:a0:50:89:45:a7:04:99,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
154,30.126916,00:13:a2:11:d7:80:bf:38,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
155,30.17854,00:13:a2:11:d7:80:bf:38,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
156,30.183692,00:13:a2:2b:cd:98:64:12,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
157,30.234922,00:13:a2:2b:cd:98:64:12,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
158,30.240029,00:04:25:c0:b8:80:73:4f,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
159,30.291571,00:04:25:c0:b8:80:73:4f,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
160,30.296564,00:0d:6f:e4:49:8d:b7:c5,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
161,30.34832,00:0d:6f:e4:49:8d:b7:c5,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
162,30.353318,00:0d:6f:61:8b:89:38:6b,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
163,30.404817,00:0d:6f:61:8b:89:38:6b,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
164,30.409813,00:30:66:09:8b:3e:fa:f4,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
165,30.461575,00:30:66:09:8b:3e:fa:f4,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
166,30.467614,00:04:9f:d7:93:fb:b4:b3,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
167,30.519299,00:04:9f:d7:93:fb:b4:b3,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
168,30.524429,00:0b:57:55:71:04:e0:89,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
169,30.576007,00:0b:57:55:71:04:e0:89,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
170,30.581052,00:0d:6f:84:e2:23:aa:92,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
171,30.632942,00:0d:6f:84:e2:23:aa:92,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
172,30.637942,00:04:9f:46:c0:62:de:ec,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
173,30.689429,00:04:9f:46:c0:62:de:ec,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
174,30.694437,00:0d:6f:41:a9:45:7c:59,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
175,30.746079,00:0d:6f:41:a9:45:7c:59,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
176,30.751199,00:04:9f:f5:ec:27:7f:ec,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
177,30.802422,00:04:9f:f5:ec:27:7f:ec,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
178,30.807685,00:30:66:85:6a:f1:6c:a4,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
179,30.859296,00:30:66:85:6a:f1:6c:a4,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
180,30.864306,00:21:ed:1e:c5:55:cc:97,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
181,30.915787,00:21:ed:1e:c5:55:cc:97,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
182,30.920938,00:30:66:69:cf:02:e9:0f,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
183,30.972439,00:30:66:69:cf:02:e9:0f,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
184,30.977358,00:21:ed:57:86:86:d1:3f,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
185,31.029237,00:21:ed:57:86:86:d1:3f,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
186,31.034465,00:0b:57:d9:17:37:50:2f,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
187,31.08541,00:0b:57:d9:17:37:50:2f,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
188,31.0904,00:12:4b:6a:eb:e5:6a:fc,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
189,31.14217,00:12:4b:6a:eb:e5:6a:fc,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
190,31.147181,00:11:7d:b4:3f:d9:48:87,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
191,31.198403,00:11:7d:b4:3f:d9:48:87,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
192,31.203469,00:04:25:fa:7b:20:05:d5,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
193,31.254926,00:04:25:fa:7b:20:05:d5,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
194,31.260183,00:13:a2:87:bd:e8:10:61,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
195,31.31194,00:13:a2:87:bd:e8:10:61,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
196,31.316929,00:a0:50:a3:6d:07:6c:e7,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
197,31.369292,00:a0:50:a3:6d:07:6c:e7,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
198,31.374431,00:30:66:69:3b:de:a0:09,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
199,31.425796,00:30:66:69:3b:de:a0:09,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
200,31.430902,00:12:4b:f1:0d:80:03:9e,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
201,31.482746,00:12:4b:f1:0d:80:03:9e,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
202,31.487861,00:04:9f:fc:1e:c3:62:bd,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
203,31.539366,00:04:9f:fc:1e:c3:62:bd,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
204,31.544324,00:04:9f:47:8a:8e:e7:e9,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
205,31.595818,00:04:9f:47:8a:8e:e7:e9,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
206,31.600569,00:04:a3:d4:7e:32:9e:cd,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
207,31.651932,00:04:a3:d4:7e:32:9e:cd,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
208,31.65681,00:04:9f:73:15:33:fd:d0,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
209,31.678461,fe80::ff:fe00:6e,::3131:2c32:342e:3030,IPv6,48,IPv6 no next header,0x00000001,0x00008861
210,31.678747,,,IEEE 802.15.4,5,Ack,0x00000002,0x00000002
211,31.708038,00:04:9f:73:15:33:fd:d0,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
212,31.713053,00:21:ed:43:52:9f:54:ac,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
213,31.764298,00:21:ed:43:52:9f:54:ac,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
214,31.76928,00:0b:57:f9:75:cf:2c:d5,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
215,31.820549,00:0b:57:f9:75:cf:2c:d5,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
216,31.825565,00:30:66:71:03:34:fb:d2,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
217,31.876778,00:30:66:71:03:34:fb:d2,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
218,31.881671,00:04:9f:8b:ff:c7:4d:0a,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
219,31.933298,00:04:9f:8b:ff:c7:4d:0a,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
